,sourceID,sourceAddress,sourceType,sourceLocation,destinationServiceAddress,destinationServiceType,destinationLocation,accessedNodeAddress,accessedNodeType,operation,value,normality
232353,23,40,2,13,40,4,13,80,8,1,20.0968,7
220507,19,21,2,1,25,4,1,50,8,1,20.0259,7
157250,3,9,0,10,8,0,10,16,1,1,5.0,7
94935,15,1,2,2,1,3,2,4,4,1,0.0,7
318274,80,87,4,0,83,4,0,167,8,3,20.2702,7
140516,82,14,7,10,8,0,10,16,1,1,5.0,7
223025,0,80,0,6,76,0,6,151,1,1,1.0,7
287769,19,21,2,1,23,3,1,48,4,1,1.0,7
62098,23,40,2,13,39,3,13,79,4,1,0.0,7
174915,73,58,4,18,56,4,18,111,8,3,20.4209,7
59955,81,88,7,0,76,0,6,151,1,1,9.0,7
197227,4,15,0,5,15,0,5,29,1,3,10.0,7
13743,16,6,2,8,5,3,8,12,4,1,0.0,7
332198,64,23,4,1,17,1,5,35,2,3,1.0,2
329124,24,43,2,14,42,3,14,85,4,1,0.0,7
71051,81,88,7,0,76,0,6,151,1,1,2.0,7
274950,28,56,2,18,56,4,18,111,8,1,20.1612,7
4435,3,9,0,10,8,0,10,16,1,1,7.0,7
158982,1,81,0,6,77,0,6,154,1,1,1.0,7
35627,34,82,2,6,79,3,6,160,4,1,0.0,7
84271,5,16,0,5,16,0,5,32,1,1,6.0,7
357187,3,9,0,10,8,0,10,16,1,1,2.0,7
113532,27,53,2,17,52,3,17,104,4,1,1.0,7
54365,5,16,0,5,16,0,5,32,1,1,8.0,7
322243,0,80,0,6,76,0,6,151,1,1,3.0,7
297711,24,43,2,14,42,3,14,85,4,1,1.0,7
143708,1,81,0,6,77,0,6,154,1,1,5.0,7
70537,83,27,7,9,15,0,5,29,1,1,9.0,7
301157,78,79,4,7,75,4,7,149,8,3,19.8227,7
272965,19,21,2,1,23,3,1,48,4,1,0.0,7
355317,2,75,0,7,72,0,7,143,2,1,0.0,7
179811,18,19,2,5,20,3,5,42,4,1,0.0,7
204391,15,1,2,2,2,4,2,5,8,1,20.2257,7
285177,25,46,2,15,46,4,15,92,8,1,20.2144,7
189333,0,80,0,6,76,0,6,151,1,1,7.0,7
131958,81,88,7,0,77,0,6,154,1,3,5.0,7
135493,2,75,0,7,72,0,7,143,2,1,0.0,7
125029,21,30,2,3,31,3,3,63,4,1,1.0,7
116352,11,69,6,4,80,4,6,161,8,1,19.5669,7
193036,26,49,2,16,48,3,16,97,4,1,0.0,7
206761,13,18,6,5,29,7,9,58,2,1,0.0,0
345608,81,88,7,0,73,2,7,145,4,3,1.0,4
306758,29,59,2,19,59,4,19,117,8,1,20.0904,7
146135,0,80,0,6,76,0,6,151,1,3,8.0,7
79364,30,62,2,20,61,3,20,122,4,1,1.0,7
226876,24,43,2,14,42,3,14,85,4,1,0.0,7
57376,0,80,0,6,76,0,6,152,2,1,0.0,7
331555,74,61,4,19,59,4,19,117,8,3,19.6298,7
32926,83,27,7,9,15,0,5,29,1,1,2.0,7
249484,24,43,2,14,42,3,14,85,4,1,1.0,7
317360,3,9,0,10,8,0,10,16,1,1,4.0,7
166168,1,81,0,6,77,0,6,154,1,1,5.0,7
1237,22,36,2,11,35,3,11,71,4,1,0.0,7
75710,27,53,2,17,52,3,17,104,4,1,1.0,7
265769,64,23,4,1,25,4,1,50,8,3,20.2562,7
105749,64,23,4,1,25,4,1,50,8,3,20.1747,7
197789,81,88,7,0,76,0,6,151,1,1,7.0,7
324163,16,6,2,8,5,3,8,12,4,1,0.0,7
313125,82,14,7,10,8,0,10,16,1,3,2.0,7
79928,5,16,0,5,16,0,5,32,1,3,9.0,7
246694,83,27,7,9,16,0,5,32,1,3,6.0,7
93597,25,46,2,15,44,2,15,88,4,3,0.0,7
301149,5,16,0,5,16,0,5,32,1,3,8.0,7
177660,82,14,7,10,8,0,10,16,1,1,1.0,7
123133,68,42,4,13,40,4,13,80,8,3,19.8577,7
186195,32,70,2,4,69,3,4,138,4,1,1.0,7
183709,0,80,0,6,76,0,6,152,2,1,1.0,7
348140,4,15,0,5,15,0,5,29,1,1,5.0,7
170508,4,15,0,5,15,0,5,29,1,1,10.0,7
89296,69,45,4,14,43,4,14,86,8,3,20.0837,7
279982,78,79,4,7,75,4,7,149,8,3,19.6412,7
243703,63,13,4,10,12,4,10,25,8,3,20.3215,7
306527,61,4,4,2,2,4,2,5,8,3,19.6981,7
46314,4,15,0,5,15,0,5,30,2,1,0.0,7
148025,24,43,2,14,42,3,14,85,4,1,0.0,7
215715,22,36,2,11,36,4,11,72,8,1,20.1338,7
318847,27,53,2,17,52,3,17,104,4,1,1.0,7
212308,22,36,2,11,36,4,11,72,8,1,20.3159,7
197666,77,73,4,4,71,4,4,140,8,3,20.0789,7
292619,1,81,0,6,77,0,6,154,1,1,0.0,7
230592,62,8,4,8,7,4,8,14,8,3,19.9423,7
189772,17,11,2,10,11,3,10,24,4,1,0.0,7
348763,19,21,2,1,25,4,1,50,8,1,19.8662,7
271240,32,70,2,4,71,4,4,140,8,1,20.2749,7
242647,0,80,0,6,76,0,6,151,1,3,5.0,7
143516,61,4,4,2,2,4,2,5,8,3,19.9745,7
318729,83,27,7,9,16,0,5,32,1,1,10.0,7
147902,15,1,2,2,1,3,2,4,4,1,1.0,7
74196,2,75,0,7,72,0,7,143,2,1,0.0,7
160257,75,64,4,20,62,4,20,123,8,3,20.2817,7
120016,16,6,2,8,5,3,8,12,4,1,0.0,7
55479,35,85,2,0,82,3,0,166,4,1,0.0,7
339072,30,62,2,20,62,4,20,123,8,1,19.6626,7
338949,3,9,0,10,8,0,10,17,2,1,1.0,7
189401,74,61,4,19,59,4,19,117,8,3,20.2144,7
35448,66,34,4,3,32,4,3,64,8,3,19.9935,7
41637,83,27,7,9,15,0,5,29,1,1,10.0,7
112706,20,24,2,9,27,3,9,55,4,1,0.0,7
275343,83,27,7,9,16,0,5,32,1,1,1.0,7
177490,73,58,4,18,56,4,18,111,8,3,20.2549,7
228760,83,27,7,9,15,0,5,30,2,3,1.0,7
253807,3,9,0,10,8,0,10,16,1,1,8.0,7
159107,83,27,7,9,15,0,5,29,1,1,8.0,7
251822,80,87,4,0,83,4,0,167,8,3,19.6188,7
17214,3,9,0,10,8,0,10,16,1,1,9.0,7
247102,3,9,0,10,8,0,10,16,1,1,1.0,7
252701,26,49,2,16,49,4,16,98,8,1,20.4329,7
168152,69,45,4,14,43,4,14,86,8,3,20.0759,7
167121,83,27,7,9,15,0,5,29,1,1,5.0,7
231461,4,15,0,5,15,0,5,29,1,3,9.0,7
181041,28,56,2,18,56,4,18,111,8,1,19.7259,7
266781,34,82,2,6,80,4,6,161,8,1,20.0079,7
172361,68,42,4,13,40,4,13,80,8,3,20.3931,7
132991,23,40,2,13,39,3,13,79,4,1,0.0,7
60363,66,34,4,3,32,4,3,64,8,3,20.4447,7
166527,4,15,0,5,15,0,5,29,1,1,10.0,7
99333,28,56,2,18,55,3,18,110,4,1,0.0,7
239620,4,15,0,5,15,0,5,29,1,1,7.0,7
132731,2,75,0,7,72,0,7,143,2,1,0.0,7
327407,80,87,4,0,83,4,0,167,8,3,19.7308,7
176250,81,88,7,0,76,0,6,151,1,1,10.0,7
20844,25,46,2,15,45,3,15,91,4,1,0.0,7
300425,0,80,0,6,76,0,6,152,2,1,1.0,7
224110,82,14,7,10,8,0,10,17,2,1,0.0,7
230951,74,61,4,19,59,4,19,117,8,3,19.7571,7
176201,18,19,2,5,20,3,5,42,4,1,0.0,7
167880,28,56,2,18,56,4,18,111,8,1,20.4444,7
129926,78,79,4,7,75,4,7,149,8,3,20.0745,7
126207,81,88,7,0,77,0,6,154,1,3,1.0,7
120909,0,80,0,6,76,0,6,151,1,1,1.0,7
21323,34,82,2,6,79,3,6,160,4,1,0.0,7
35663,81,88,7,0,76,0,6,152,2,1,0.0,7
80756,15,1,2,2,1,3,2,4,4,1,0.0,7
40377,80,87,4,0,83,4,0,167,8,3,19.5268,7
278379,23,40,2,13,39,3,13,79,4,1,1.0,7
11639,1,81,0,6,77,0,6,154,1,1,9.0,7
41993,31,65,2,12,64,3,12,128,4,1,0.0,7
302957,0,80,0,6,76,0,6,151,1,1,4.0,7
136126,20,24,2,9,27,3,9,55,4,1,1.0,7
50102,63,13,4,10,12,4,10,25,8,3,20.1993,7
204515,1,81,0,6,77,0,6,154,1,1,6.0,7
134673,67,38,4,11,36,4,11,72,8,3,19.7577,7
178289,4,15,0,5,15,0,5,29,1,1,8.0,7
319904,2,75,0,7,72,0,7,143,2,1,0.0,7
316016,81,88,7,0,76,0,6,152,2,1,0.0,7
71044,83,27,7,9,15,0,5,29,1,1,2.0,7
33852,5,16,0,5,16,0,5,33,2,1,1.0,7
315614,17,11,2,10,11,3,10,24,4,1,0.0,7
337599,5,16,0,5,16,0,5,33,2,1,1.0,7
354993,66,34,4,3,32,4,3,64,8,3,19.8475,7
357146,17,11,2,10,11,3,10,24,4,1,1.0,7
192479,27,53,2,17,53,4,17,105,8,1,19.5086,7
55472,25,46,2,15,45,3,15,91,4,1,0.0,7
75954,24,43,2,14,42,3,14,85,4,1,1.0,7
287273,4,15,0,5,15,0,5,29,1,1,5.0,7
202386,81,88,7,0,77,0,6,155,2,1,0.0,7
51547,3,9,0,10,8,0,10,16,1,1,1.0,7
264198,17,11,2,10,11,3,10,24,4,1,1.0,7
64633,1,81,0,6,77,0,6,155,2,1,1.0,7
131689,70,48,4,15,46,4,15,92,8,3,19.9023,7
311739,83,27,7,9,16,0,5,32,1,1,2.0,7
180165,5,16,0,5,16,0,5,33,2,1,1.0,7
209316,2,75,0,7,72,0,7,143,2,1,0.0,7
315748,0,80,0,6,76,0,6,151,1,3,10.0,7
266692,25,46,2,15,45,3,15,91,4,1,0.0,7
270355,68,42,4,13,40,4,13,80,8,3,19.5187,7
174072,17,11,2,10,12,4,10,25,8,1,19.7301,7
1648,82,14,7,10,8,0,10,16,1,1,8.0,7
236233,27,53,2,17,53,4,17,105,8,1,19.7359,7
206160,13,18,6,5,29,7,9,58,2,1,0.0,0
317245,20,24,2,9,27,3,9,55,4,1,0.0,7
317073,0,80,0,6,76,0,6,151,1,3,3.0,7
348582,29,59,2,19,58,3,19,116,4,1,1.0,7
344836,75,64,4,20,62,4,20,123,8,3,19.8252,7
270198,7,28,1,3,4,2,8,9,4,1,0.0,5
42385,3,9,0,10,8,0,10,16,1,1,10.0,7
20230,73,58,4,18,56,4,18,111,8,3,19.6692,7
119007,1,81,0,6,77,0,6,154,1,3,4.0,7
333804,0,80,0,6,76,0,6,152,2,1,0.0,7
215234,83,27,7,9,15,0,5,29,1,3,1.0,7
210928,0,80,0,6,76,0,6,151,1,1,7.0,7
124075,64,23,4,1,25,4,1,50,8,3,20.4124,7
355363,62,8,4,8,7,4,8,14,8,3,20.4526,7
174521,81,88,7,0,76,0,6,152,2,1,0.0,7
166116,81,88,7,0,77,0,6,154,1,1,6.0,7
302086,30,62,2,20,61,3,20,122,4,1,1.0,7
155283,79,84,4,6,80,4,6,161,8,3,19.6917,7
133209,1,81,0,6,77,0,6,155,2,1,0.0,7
275150,0,80,0,6,76,0,6,151,1,1,9.0,7
76826,14,52,6,17,59,4,19,117,8,1,20.1823,7
339116,79,84,4,6,80,4,6,161,8,3,20.3666,7
107424,1,81,0,6,77,0,6,154,1,1,10.0,7
157300,25,46,2,15,46,4,15,92,8,1,20.4567,7
43131,4,15,0,5,15,0,5,30,2,1,0.0,7
12176,3,9,0,10,8,0,10,16,1,1,3.0,7
55651,33,77,2,7,74,3,7,148,4,1,1.0,7
98930,25,46,2,15,45,3,15,91,4,1,1.0,7
337369,80,87,4,0,83,4,0,167,8,3,19.9642,7
239254,1,81,0,6,77,0,6,155,2,1,0.0,7
44732,64,23,4,1,25,4,1,50,8,3,20.3424,7
306014,73,58,4,18,56,4,18,111,8,3,19.964,7
321561,33,77,2,7,74,3,7,148,4,1,1.0,7
172602,5,16,0,5,16,0,5,32,1,1,3.0,7
37185,81,88,7,0,76,0,6,152,2,1,0.0,7
274019,81,88,7,0,76,0,6,151,1,3,3.0,7
4188,76,67,4,12,65,4,12,129,8,3,19.8622,7
52888,83,27,7,9,15,0,5,29,1,3,1.0,7
31654,0,80,0,6,76,0,6,151,1,3,2.0,7
207077,13,18,6,5,29,7,9,58,2,1,0.0,0
142671,21,30,2,3,31,3,3,63,4,1,0.0,7
261546,68,42,4,13,40,4,13,80,8,3,20.1945,7
123330,81,88,7,0,72,0,7,142,1,1,10.0,7
201768,79,84,4,6,80,4,6,161,8,3,20.2041,7
151647,4,15,0,5,15,0,5,29,1,1,7.0,7
230832,23,40,2,13,40,4,13,80,8,1,19.8549,7
58775,4,15,0,5,15,0,5,29,1,1,4.0,7
110769,5,16,0,5,16,0,5,32,1,1,4.0,7
141827,2,75,0,7,72,0,7,142,1,1,10.0,7
135617,1,81,0,6,77,0,6,154,1,3,4.0,7
329420,3,9,0,10,8,0,10,17,2,1,0.0,7
340947,30,62,2,20,61,3,20,122,4,1,1.0,7
283212,16,6,2,8,7,4,8,14,8,1,20.3267,7
343868,23,40,2,13,39,3,13,79,4,1,0.0,7
42128,24,43,2,14,42,3,14,85,4,1,0.0,7
162406,34,82,2,6,80,4,6,161,8,1,20.1455,7
20408,74,61,4,19,59,4,19,117,8,3,19.578,7
174132,83,27,7,9,16,0,5,32,1,1,2.0,7
186592,83,27,7,9,15,0,5,30,2,3,1.0,7
244644,83,27,7,9,16,0,5,32,1,3,4.0,7
150740,24,43,2,14,43,4,14,86,8,1,20.2841,7
287225,17,11,2,10,11,3,10,24,4,1,0.0,7
266909,0,80,0,6,76,0,6,151,1,1,4.0,7
120095,35,85,2,0,82,3,0,166,4,1,0.0,7
249854,35,85,2,0,82,3,0,166,4,1,1.0,7
100891,81,88,7,0,76,0,6,151,1,1,4.0,7
222260,66,34,4,3,32,4,3,64,8,3,19.9693,7
349896,33,77,2,7,75,4,7,149,8,1,19.7861,7
113760,0,80,0,6,76,0,6,151,1,3,5.0,7
181194,82,14,7,10,8,0,10,16,1,3,1.0,7
122577,32,70,2,4,69,3,4,138,4,1,1.0,7
152543,1,81,0,6,77,0,6,154,1,1,8.0,7
152706,66,34,4,3,32,4,3,64,8,3,20.2969,7
212335,69,45,4,14,43,4,14,86,8,3,19.5009,7
198349,83,27,7,9,15,0,5,29,1,1,1.0,7
268091,81,88,7,0,76,0,6,151,1,1,4.0,7
32601,20,24,2,9,27,3,9,55,4,3,1.0,3
28278,80,87,4,0,83,4,0,167,8,3,20.1353,7
326424,23,40,2,13,39,3,13,79,4,1,0.0,7
74940,77,73,4,4,71,4,4,140,8,3,20.2434,7
347606,2,75,0,7,72,0,7,142,1,1,10.0,7
298270,11,69,6,4,83,4,0,167,8,1,19.8819,0
74134,68,42,4,13,40,4,13,80,8,3,19.6872,7
278345,12,10,6,10,9,6,10,18,10,3,1.0,7
334790,71,51,4,16,49,4,16,98,8,3,19.9556,7
21750,81,88,7,0,76,0,6,151,1,1,4.0,7
101570,83,27,7,9,16,0,5,32,1,1,4.0,7
137190,11,0,6,2,2,4,3,5,8,3,0.0,3
333482,77,73,4,4,71,4,4,140,8,3,19.5235,7
221431,27,53,2,17,53,4,17,105,8,1,20.3809,7
93584,76,67,4,12,65,4,12,129,8,3,19.9457,7
32725,4,15,0,5,15,0,5,29,1,1,5.0,7
310296,24,43,2,14,43,4,14,86,8,1,19.9968,7
82386,24,43,2,14,42,3,14,85,4,1,0.0,7
276538,2,75,0,7,72,0,7,143,2,1,0.0,7
275535,81,88,7,0,76,0,6,152,2,1,0.0,7
110586,77,73,4,4,71,4,4,140,8,3,19.9437,7
269631,27,53,2,17,53,4,17,105,8,1,19.5256,7
264528,21,30,2,3,32,4,3,64,8,1,20.3942,7
220622,21,30,2,3,31,3,3,63,4,1,0.0,7
76479,82,14,7,10,8,0,10,16,1,1,9.0,7
281399,81,88,7,0,76,0,6,151,1,1,6.0,7
119652,16,6,2,8,5,3,8,12,4,1,0.0,7
278017,16,6,2,8,7,4,8,14,8,1,20.3448,7
301382,63,13,4,10,12,4,10,25,8,3,20.068,7
225465,35,85,2,0,83,4,0,167,8,1,19.8482,7
208370,32,70,2,4,69,3,4,138,4,1,1.0,7
123981,5,16,0,5,16,0,5,33,2,1,0.0,7
103042,55,78,3,7,74,3,7,148,4,3,1.0,7
345486,24,43,2,14,42,3,14,85,4,1,1.0,7
269113,24,43,2,14,43,4,14,86,8,1,20.3871,7
303012,14,52,6,17,53,4,17,105,8,1,20.0584,7
47552,83,27,7,9,16,0,5,33,2,1,0.0,7
196506,83,27,7,9,16,0,5,32,1,3,8.0,7
223792,64,23,4,1,25,4,1,50,8,3,19.9602,7
10637,4,15,0,5,15,0,5,30,2,1,1.0,7
222086,18,19,2,5,20,3,5,42,4,1,0.0,7
40210,4,15,0,5,15,0,5,29,1,1,8.0,7
146658,70,48,4,15,46,4,15,92,8,3,19.7015,7
50085,82,14,7,10,8,0,10,17,2,1,0.0,7
190378,3,9,0,10,8,0,10,16,1,3,1.0,7
165691,0,80,0,6,76,0,6,151,1,3,1.0,7
320265,66,34,4,3,32,4,3,64,8,3,19.6393,7
68646,5,16,0,5,16,0,5,32,1,1,4.0,7
30235,15,1,2,2,1,3,2,4,4,1,0.0,0
356160,3,9,0,10,8,0,10,16,1,1,9.0,7
46419,71,51,4,16,49,4,16,98,8,3,19.7677,7
247935,73,58,4,18,38,2,13,76,4,1,0.0,4
255268,27,53,2,17,53,4,17,105,8,1,20.1062,7
332483,0,80,0,6,76,0,6,152,2,1,1.0,7
121701,2,75,0,7,72,0,7,143,2,1,0.0,7
325952,75,64,4,20,62,4,20,123,8,3,19.6848,7
246055,83,27,7,9,15,0,5,29,1,1,1.0,7
55831,17,11,2,10,11,3,10,24,4,1,0.0,7
189834,81,88,7,0,76,0,6,151,1,1,8.0,7
188210,74,61,4,19,59,4,19,117,8,3,19.7548,7
112341,78,79,4,7,75,4,7,149,8,3,20.4556,7
195846,18,19,2,5,20,3,5,42,4,1,0.0,7
330957,0,80,0,6,76,0,6,152,2,1,1.0,7
210722,5,16,0,5,16,0,5,33,2,1,1.0,7
200438,5,16,0,5,16,0,5,32,1,1,7.0,7
252197,74,61,4,19,59,4,19,117,8,3,20.1178,7
45131,18,19,2,5,20,3,5,42,4,1,0.0,7
228561,80,87,4,0,83,4,0,167,8,3,19.6322,7
111194,76,67,4,12,65,4,12,129,8,3,20.309,7
298664,11,69,6,4,83,4,0,167,8,1,19.8819,0
355862,0,80,0,6,76,0,6,151,1,1,4.0,7
209432,16,6,2,8,7,4,8,14,8,1,20.1052,7
198050,62,8,4,8,7,4,8,14,8,3,20.1884,7
259550,22,36,2,11,35,3,11,71,4,1,1.0,7
107966,81,88,7,0,77,0,6,155,2,1,0.0,7
144704,24,43,2,14,42,3,14,85,4,1,0.0,7
49214,3,9,0,10,8,0,10,17,2,1,1.0,7
319215,29,59,2,19,58,3,19,116,4,1,1.0,7
59146,1,81,0,6,77,0,6,154,1,1,10.0,7
178991,15,1,2,2,1,3,2,4,4,1,1.0,7
109301,32,70,2,4,69,3,4,138,4,1,0.0,7
43522,33,77,2,7,74,3,7,148,4,1,1.0,7
97199,83,27,7,9,16,0,5,32,1,1,3.0,7
144292,80,87,4,0,83,4,0,167,8,3,20.4235,7
205702,13,18,6,5,29,7,9,58,2,1,0.0,0
116311,15,1,2,2,1,3,2,4,4,1,1.0,7
52639,65,26,4,9,28,4,9,56,8,3,19.5894,7
22388,19,21,2,1,23,3,1,48,4,1,0.0,7
124086,81,88,7,0,77,0,6,155,2,1,0.0,7
169355,25,46,2,15,45,3,15,91,4,1,1.0,7
213375,70,48,4,15,46,4,15,92,8,3,19.9781,7
345377,16,6,2,8,7,4,8,14,8,1,19.8465,7
276266,28,56,2,18,56,4,18,111,8,1,20.2316,7
252758,24,43,2,14,43,4,14,86,8,1,19.6276,7
332336,18,19,2,5,20,3,5,42,4,1,1.0,7
184252,28,56,2,18,56,4,18,111,8,1,19.7159,7
196646,15,1,2,2,1,3,2,4,4,1,0.0,7
324822,27,53,2,17,52,3,17,104,4,1,1.0,7
16987,81,88,7,0,76,0,6,152,2,1,0.0,7
50569,3,9,0,10,8,0,10,16,1,1,6.0,7
262811,24,43,2,14,42,3,14,85,4,1,0.0,7
11070,3,9,0,10,8,0,10,17,2,1,1.0,7
167810,82,14,7,10,8,0,10,16,1,1,9.0,7
355971,3,9,0,10,8,0,10,16,1,3,8.0,7
15134,5,16,0,5,16,0,5,32,1,1,1.0,7
208900,82,14,7,10,8,0,10,16,1,1,4.0,7
107158,3,9,0,10,8,0,10,17,2,1,1.0,7
357734,32,70,2,4,69,3,4,138,4,1,1.0,7
2878,2,75,0,7,72,0,7,142,1,1,10.0,7
12228,69,45,4,14,43,4,14,86,8,3,20.3692,7
138740,72,55,4,17,53,4,17,105,8,3,20.4256,7
160761,66,34,4,3,32,4,3,64,8,3,20.2042,7
47511,3,9,0,10,8,0,10,16,1,3,3.0,7
79731,19,21,2,1,23,3,1,48,4,1,0.0,7
315015,26,49,2,16,48,3,16,97,4,1,1.0,7
270191,67,38,4,11,36,4,11,72,8,3,19.599,7
123183,81,88,7,0,77,0,6,154,1,3,1.0,7
243108,83,27,7,9,16,0,5,33,2,1,0.0,7
34904,81,88,7,0,76,0,6,151,1,1,1.0,7
262241,29,59,2,19,58,3,19,116,4,1,0.0,7
145444,82,14,7,10,8,0,10,16,1,1,5.0,7
162993,82,14,7,10,8,0,10,16,1,3,1.0,7
239479,16,6,2,8,5,3,8,12,4,1,1.0,7
37537,24,43,2,14,42,3,14,85,4,1,0.0,7
335103,0,80,0,6,76,0,6,151,1,1,10.0,7
190057,26,49,2,16,49,4,16,98,8,1,19.9581,7
93268,18,19,2,5,20,3,5,42,4,1,0.0,7
80330,30,62,2,20,61,3,20,122,4,1,1.0,7
343663,29,59,2,19,58,3,19,116,4,1,0.0,7
176830,24,43,2,14,42,3,14,85,4,1,1.0,7
27946,70,48,4,15,46,4,15,92,8,3,20.0813,7
136536,81,88,7,0,77,0,6,154,1,1,5.0,7
337482,80,87,4,0,83,4,0,167,8,3,20.173,7
142857,83,27,7,9,16,0,5,32,1,1,6.0,7
244477,34,82,2,6,80,4,6,161,8,1,20.4286,7
85588,23,40,2,13,39,3,13,79,4,1,0.0,7
128578,19,21,2,1,23,3,1,48,4,1,0.0,7
87316,40,20,3,5,20,3,5,41,1,3,1521219129647.0,7
73135,81,88,7,0,77,0,6,155,2,1,0.0,7
127916,20,24,2,9,27,3,9,55,4,1,0.0,7
327413,32,70,2,4,69,3,4,138,4,1,1.0,7
68211,15,1,2,2,1,3,2,4,4,1,0.0,7
16167,0,80,0,6,76,0,6,151,1,3,2.0,7
292609,1,81,0,6,77,0,6,154,1,1,0.0,7
63974,20,24,2,9,27,3,9,55,4,1,1.0,7
226978,80,87,4,0,83,4,0,167,8,3,20.1412,7
14349,5,16,0,5,16,0,5,32,1,3,9.0,7
35035,65,26,4,9,28,4,9,56,8,3,20.144,7
138907,69,45,4,14,43,4,14,86,8,3,20.1552,7
268045,64,23,4,1,25,4,1,50,8,3,20.2211,7
217450,81,88,7,0,76,0,6,151,1,1,1.0,7
144918,81,88,7,0,72,0,7,142,1,1,10.0,7
57075,81,88,7,0,76,0,6,151,1,3,7.0,7
147648,33,77,2,7,74,3,7,148,4,1,0.0,7
252335,81,88,7,0,76,0,6,151,1,1,9.0,7
78469,82,14,7,10,8,0,10,17,2,1,0.0,7
239351,82,14,7,10,8,0,10,16,1,1,3.0,7
195002,14,52,6,17,33,1,11,66,2,1,0.0,5
167244,62,8,4,8,7,4,8,14,8,3,20.4519,7
4723,32,70,2,4,69,3,4,138,4,1,1.0,7
42582,76,67,4,12,65,4,12,129,8,3,19.7645,7
157027,63,13,4,10,12,4,10,25,8,3,19.6951,7
331854,82,14,7,10,8,0,10,16,1,1,4.0,7
202175,83,27,7,9,16,0,5,32,1,3,9.0,7
69121,80,87,4,0,83,4,0,167,8,3,20.2791,7
226489,35,85,2,0,83,4,0,167,8,1,19.71,7
331735,3,9,0,10,8,0,10,16,1,1,3.0,7
206051,13,18,6,5,29,7,9,58,2,1,0.0,0
34693,15,1,2,2,1,3,2,4,4,1,1.0,7
249944,28,56,2,18,55,3,18,110,4,1,0.0,7
199407,83,27,7,9,15,0,5,29,1,1,8.0,7
19158,77,73,4,4,71,4,4,140,8,3,20.4313,7
181712,19,21,2,1,23,3,1,48,4,1,1.0,7
146779,63,13,4,10,12,4,10,25,8,3,19.9581,7
127497,61,4,4,2,2,4,2,5,8,3,20.1103,7
231946,21,30,2,3,32,4,3,64,8,1,20.0457,7
173404,78,79,4,7,75,4,7,149,8,3,19.9851,7
103574,43,32,3,3,76,0,6,151,1,1,5.0,5
44037,63,13,4,10,12,4,10,25,8,3,19.9698,7
19099,81,88,7,0,77,0,6,154,1,1,9.0,7
327008,22,36,2,11,35,3,11,71,4,1,1.0,7
334842,1,81,0,6,77,0,6,155,2,1,0.0,7
325007,21,30,2,3,32,4,3,64,8,1,19.7869,7
330752,68,42,4,13,40,4,13,80,8,3,19.7625,7
247497,6,68,1,4,1,3,2,4,4,1,0.0,4
313496,19,21,2,1,23,3,1,48,4,1,1.0,7
19912,31,65,2,12,64,3,12,128,4,1,1.0,7
102559,83,27,7,9,15,0,5,30,2,1,0.0,7
